f1,f2
1.927445359532369701e-02,3.710741284731789591e+01
2.002878938585843632e-03,3.750333837629932532e+01
1.370534998285076814e-02,3.722496504495998693e+01
1.768827864957640827e-03,3.892818654861906680e+01
4.172619305276339388e-04,3.904948078852914506e+01
1.967621469605594642e-02,3.571428077556144842e+01
0.000000000000000000e+00,3.968570586828824531e+01
2.663874332253169525e-03,3.772532981042730427e+01
4.531247891203168954e-03,3.771491838389089679e+01
2.495213259083743206e-03,3.885932436172796400e+01
1.585617008058209584e-03,3.956084913847251272e+01
1.406485499970972462e-03,3.960506140146642196e+01
1.768827864957640827e-03,3.907221077195576697e+01
4.023614382755334729e-02,3.622068946650442456e+01
1.888003391823584176e-01,3.617288867644133177e+01
3.156363347336013647e-02,3.714183290731813969e+01
0.000000000000000000e+00,4.014821365409981979e+01
2.663874332253169525e-03,3.844888465466331695e+01
3.209288142979672617e-03,3.795845205174096293e+01
7.468658893294608837e-03,3.772391458908698070e+01
5.358486283263106525e-03,3.775715708806865223e+01
1.526435927847838740e-03,4.006592230022306467e+01
1.768827864957640827e-03,3.948589908840732221e+01
2.389525736789083286e-03,3.927564573967080719e+01
4.023614382755334729e-02,3.668002904998215996e+01
2.056585653354985332e-01,3.665425969167507958e+01
3.735859462983242424e-02,3.766948537585111012e+01
4.249722514830109527e-05,4.028498839315329860e+01
5.353399676474138212e-04,4.019764993089472682e+01
0.000000000000000000e+00,4.037585800431078553e+01
3.209288142979672617e-03,3.887588684739996125e+01
5.144486334395010144e-03,3.857293670929092855e+01
4.298592799252457138e-03,3.887105190640595964e+01
1.362666979470275250e-02,3.776781659533488522e+01
5.406027268149350695e-03,3.808217256124082439e+01
8.572535758287303659e-03,3.800588508296701207e+01
1.768827864957640827e-03,3.976919815321067375e+01
2.027334758117616421e-03,3.969384442536532731e+01
2.855709008024263224e-03,3.955534202964510371e+01
4.023614382755334729e-02,3.677164621065392680e+01
1.561891058445603973e-03,4.023756103807330220e+01
1.362010894272857892e-03,4.033874176112554011e+01
0.000000000000000000e+00,4.048770026519576248e+01
3.709149340724328652e-04,4.048172254620521215e+01
3.209288142979672617e-03,3.902263159759145594e+01
3.887216432640465315e-03,3.897410222151230386e+01
2.421080044554260041e-02,3.791054185383246278e+01
2.073481835989336719e-02,3.791161158317934365e+01
8.100639219159287696e-03,3.814464777929131856e+01
7.244594036382983465e-03,3.857307361585318262e+01
1.639690043835302646e-02,3.811944004947307008e+01
1.768827864957640827e-03,3.997496930849453634e+01
2.261008846211029315e-03,3.979078882963881370e+01
2.230331022257784918e-03,3.986422854744571254e+01
3.135770871381185487e-03,3.962963185671264199e+01
4.023614382755334729e-02,3.679183892666397071e+01
1.406485499970972462e-03,4.035751410023829777e+01
0.000000000000000000e+00,4.058123706595768709e+01
3.717630476585870357e-04,4.050876805881561893e+01
3.709149340724328652e-04,4.054876873816702698e+01
3.298685209723648155e-03,3.932389009889011078e+01
3.887216432640465315e-03,3.929814856149955205e+01
6.540481812590594538e-03,3.899985228351545175e+01
3.156363347336013647e-02,3.808093144772961125e+01
2.605322437278033421e-02,3.810321654632208066e+01
8.572535758287303659e-03,3.842313125030618437e+01
1.085551209369750754e-02,3.817515258611938123e+01
9.294615400862408366e-03,3.827084838216335072e+01
8.374198541857483594e-03,3.875236664521924723e+01
8.302663114253846025e-03,3.895700826222348923e+01
8.398994092012177295e-03,3.859783967134574567e+01
2.256582519460133968e-02,3.816571982320290601e+01
1.768827864957640827e-03,4.003961712146291063e+01
3.135770871381185487e-03,3.983328343808079808e+01
4.023614382755334729e-02,3.683740556640039898e+01
1.526435927847838740e-03,4.049980468538563372e+01
0.000000000000000000e+00,4.060233984166769972e+01
3.298685209723648155e-03,3.960614704195406688e+01
3.681618832917333412e-03,3.943129102424858701e+01
5.668714408018402096e-03,3.934484358827224781e+01
1.370534998285076814e-02,3.823689633051169068e+01
8.398994092012177295e-03,3.885321907977320421e+01
8.572535758287303659e-03,3.875257752008597123e+01
1.250338970292708303e-02,3.866602935550324105e+01
2.832438378094796066e-02,3.817551414033067658e+01
1.768827864957640827e-03,4.013964549122827208e+01
4.023614382755334729e-02,3.711662935101454508e+01
2.056585653354985332e-01,3.686674173701577928e+01
1.357187730453028596e-01,3.711541638148349875e+01
0.000000000000000000e+00,4.068685837850792097e+01
7.995286340757724874e-03,3.937819729459289420e+01
7.951636669256179762e-03,3.939832235376230329e+01
4.298592799252457138e-03,3.947919784302570179e+01
5.814102959096187698e-03,3.940312708997049640e+01
1.401628800925212512e-02,3.842765593333876950e+01
8.398994092012177295e-03,3.897419570821350732e+01
1.639690043835302646e-02,3.825049245219287997e+01
1.001477589138061522e-02,3.883062849421367702e+01
4.167917950507221692e-03,3.972310144621001626e+01
4.287463402913708338e-02,3.720198315244086018e+01
