f1,f2
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795631577241172e-01,4.581735903708030122e+01
6.386795630255124312e-01,4.582156599514572548e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795631577241172e-01,4.581735903708030122e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255281964e-01,4.582134654143190744e+01
2.506447877249312062e-01,4.635983215378317368e+01
6.386795630255124312e-01,4.582156599514572548e+01
6.386795630255281964e-01,4.582134654143190744e+01
